0
0
0
2
4
6
6
6
12
18
24
29
35
39
43
49
57
61
65
71
79
81
94
98
100
106
108
116
126
144
146
154
159
176
188
203
236
260
278
287
301
321
338
354
391
411
432
444
469
486
512
528
544
561
576
600
620
646
667
695
732
771
791
816
856
881
902
931
958
981
1004
1030
1062
1106
1124
1158
1187
1217
1241
1271
1294
1325
1360
1405
1429
1460
1490
1521
1552
1599
1648
1693
1718
1772
1812
1862
1909
1949
1988
2034
